occurrenceyear,Neighbourhood,ObjectId
2016.0,Rouge,293
2016.0,Runnymede-Bloor West Village,90
2016.0,Rustic,122
2016.0,Scarborough Village,265
2016.0,South Parkdale,354
2016.0,South Riverdale,471
2016.0,St.Andrew-Windfields,154
2016.0,Steeles,143
2016.0,Stonegate-Queensway,157
2016.0,Tam OShanter-Sullivan,216
2016.0,Taylor-Massey,171
2016.0,The Beaches,192
2016.0,Thistletown-Beaumond Heights,100
2016.0,Thorncliffe Park,143
2016.0,Trinity-Bellwoods,221
2016.0,University,265
2016.0,Victoria Village,185
2016.0,Waterfront Communities-The Island,1241
2016.0,West Hill,594
2016.0,West Humber-Clairville,876
2016.0,Westminster-Branson,171
2016.0,Weston,316
2016.0,Weston-Pellam Park,145
2016.0,Wexford/Maryvale,355
2016.0,Willowdale East,344
2016.0,Willowdale West,147
2016.0,Willowridge-Martingrove-Richview,248
2016.0,Woburn,557
2016.0,Woodbine Corridor,151
2016.0,Woodbine-Lumsden,62
2016.0,Wychwood,137
2016.0,Yonge-Eglinton,103
2016.0,Yonge-St.Clair,68
2016.0,York University Heights,675
2016.0,Yorkdale-Glen Park,335
2017.0,Agincourt North,187
2017.0,Agincourt South-Malvern West,283
2017.0,Alderwood,74
2017.0,Annex,516
2017.0,Banbury-Don Mills,207
2017.0,Bathurst Manor,130
2017.0,Bay Street Corridor,1182
2017.0,Bayview Village,135
2017.0,Bayview Woods-Steeles,103
2017.0,Bedford Park-Nortown,247
2017.0,Beechborough-Greenbrook,111
2017.0,Bendale,468
2017.0,Birchcliffe-Cliffside,277
2017.0,Black Creek,376
2017.0,Blake-Jones,98
2017.0,Briar Hill-Belgravia,153
2017.0,Bridle Path-Sunnybrook-York Mills,100
2017.0,Broadview North,87
2017.0,Brookhaven-Amesbury,202
2017.0,Cabbagetown-South St.James Town,221
2017.0,Caledonia-Fairbank,92
2017.0,Casa Loma,88
2017.0,Centennial Scarborough,89
2017.0,Church-Yonge Corridor,1168
2017.0,Clairlea-Birchmount,445
2017.0,Clanton Park,160
2017.0,Cliffcrest,213
2017.0,Corso Italia-Davenport,175
2017.0,Danforth,159
2017.0,Danforth East York,119
2017.0,Don Valley Village,220
2017.0,Dorset Park,376
2017.0,Dovercourt-Wallace Emerson-Junction,470
2017.0,Downsview-Roding-CFB,651
2017.0,Dufferin Grove,130
2017.0,East End-Danforth,308
2017.0,Edenbridge-Humber Valley,98
2017.0,Eglinton East,346
2017.0,Elms-Old Rexdale,107
2017.0,Englemount-Lawrence,217
2017.0,Eringate-Centennial-West Deane,128
2017.0,Etobicoke West Mall,79
2017.0,Flemingdon Park,180
2017.0,Forest Hill North,117
2017.0,Forest Hill South,108
2017.0,Glenfield-Jane Heights,426
2017.0,Greenwood-Coxwell,150
2017.0,Guildwood,73
2017.0,Henry Farm,136
2017.0,High Park North,215
2017.0,High Park-Swansea,169
2017.0,Highland Creek,132
2017.0,Hillcrest Village,134
2017.0,Humber Heights-Westmount,107
2017.0,Humber Summit,292
2017.0,Humbermede,273
2017.0,Humewood-Cedarvale,113
2017.0,Ionview,144
2017.0,Islington-City Centre West,513
2017.0,Junction Area,182
2017.0,Keelesdale-Eglinton West,121
2017.0,Kennedy Park,339
2017.0,Kensington-Chinatown,708
2017.0,Kingsview Village-The Westway,203
2017.0,Kingsway South,97
2017.0,LAmoreaux,321
2017.0,Lambton Baby Point,41
2017.0,Lansing-Westgate,183
2017.0,Lawrence Park North,105
2017.0,Lawrence Park South,92
2017.0,Leaside-Bennington,85
2017.0,Little Portugal,163
2017.0,Long Branch,124
2017.0,Malvern,445
2017.0,Maple Leaf,42
2017.0,Markland Wood,57
2017.0,Milliken,316
2017.0,Mimico,480
2017.0,Morningside,207
2017.0,Moss Park,718
2017.0,Mount Dennis,172
2017.0,Mount Olive-Silverstone-Jamestown,431
2017.0,Mount Pleasant East,88
2017.0,Mount Pleasant West,223
2017.0,New Toronto,165
2017.0,Newtonbrook East,174
2017.0,Newtonbrook West,305
2017.0,Niagara,345
2017.0,North Riverdale,118
2017.0,North St.James Town,263
2017.0,OConnor-Parkview,205
2017.0,Oakridge,290
2017.0,Oakwood Village,200
2017.0,Old East York,71
2017.0,Palmerston-Little Italy,151
2017.0,Parkwoods-Donalda,345
2017.0,Pelmo Park-Humberlea,167
2017.0,Playter Estates-Danforth,112
2017.0,Pleasant View,92
2017.0,Princess-Rosethorn,84
2017.0,Regent Park,183
2017.0,Rexdale-Kipling,164
2017.0,Rockcliffe-Smythe,258
2017.0,Roncesvalles,232
2017.0,Rosedale-Moore Park,227
2017.0,Rouge,360
2017.0,Runnymede-Bloor West Village,100
2017.0,Rustic,98
2017.0,Scarborough Village,232
2017.0,South Parkdale,337
2017.0,South Riverdale,448
2017.0,St.Andrew-Windfields,155
2017.0,Steeles,130
2017.0,Stonegate-Queensway,214
2017.0,Tam OShanter-Sullivan,228
2017.0,Taylor-Massey,161
2017.0,The Beaches,219
2017.0,Thistletown-Beaumond Heights,125
2017.0,Thorncliffe Park,145
2017.0,Trinity-Bellwoods,250
2017.0,University,262
2017.0,Victoria Village,145
2017.0,Waterfront Communities-The Island,1336
2017.0,West Hill,616
2017.0,West Humber-Clairville,936
2017.0,Westminster-Branson,186
2017.0,Weston,347
2017.0,Weston-Pellam Park,107
2017.0,Wexford/Maryvale,420
2017.0,Willowdale East,353
2017.0,Willowdale West,143
2017.0,Willowridge-Martingrove-Richview,205
2017.0,Woburn,700
2017.0,Woodbine Corridor,137
2017.0,Woodbine-Lumsden,52
2017.0,Wychwood,126
2017.0,Yonge-Eglinton,108
2017.0,Yonge-St.Clair,47
2017.0,York University Heights,674
2017.0,Yorkdale-Glen Park,337
2018.0,Agincourt North,240
2018.0,Agincourt South-Malvern West,288
2018.0,Alderwood,91
2018.0,Annex,575
2018.0,Banbury-Don Mills,206
2018.0,Bathurst Manor,152
2018.0,Bay Street Corridor,1160
2018.0,Bayview Village,135
2018.0,Bayview Woods-Steeles,85
2018.0,Bedford Park-Nortown,209
2018.0,Beechborough-Greenbrook,106
2018.0,Bendale,419
2018.0,Birchcliffe-Cliffside,323
2018.0,Black Creek,325
2018.0,Blake-Jones,113
2018.0,Briar Hill-Belgravia,187
2018.0,Bridle Path-Sunnybrook-York Mills,101
2018.0,Broadview North,82
2018.0,Brookhaven-Amesbury,207
2018.0,Cabbagetown-South St.James Town,211
2018.0,Caledonia-Fairbank,91
2018.0,Casa Loma,94
2018.0,Centennial Scarborough,83
2018.0,Church-Yonge Corridor,1319
2018.0,Clairlea-Birchmount,440
2018.0,Clanton Park,189
2018.0,Cliffcrest,233
2018.0,Corso Italia-Davenport,166
2018.0,Danforth,200
2018.0,Danforth East York,128
2018.0,Don Valley Village,258
2018.0,Dorset Park,400
2018.0,Dovercourt-Wallace Emerson-Junction,525
2018.0,Downsview-Roding-CFB,703
2018.0,Dufferin Grove,195
2018.0,East End-Danforth,335
2018.0,Edenbridge-Humber Valley,96
2018.0,Eglinton East,285
2018.0,Elms-Old Rexdale,110
2018.0,Englemount-Lawrence,212
2018.0,Eringate-Centennial-West Deane,111
2018.0,Etobicoke West Mall,75
2018.0,Flemingdon Park,192
2018.0,Forest Hill North,120
2018.0,Forest Hill South,88
2018.0,Glenfield-Jane Heights,468
2018.0,Greenwood-Coxwell,199
2018.0,Guildwood,74
2018.0,Henry Farm,119
2018.0,High Park North,223
2018.0,High Park-Swansea,153
2018.0,Highland Creek,104
2018.0,Hillcrest Village,168
2018.0,Humber Heights-Westmount,85
2018.0,Humber Summit,336
2018.0,Humbermede,242
2018.0,Humewood-Cedarvale,109
2018.0,Ionview,122
2018.0,Islington-City Centre West,606
2018.0,Junction Area,264
2018.0,Keelesdale-Eglinton West,156
2018.0,Kennedy Park,343
2018.0,Kensington-Chinatown,836
2018.0,Kingsview Village-The Westway,217
2018.0,Kingsway South,84
2018.0,LAmoreaux,317
2018.0,Lambton Baby Point,56
2018.0,Lansing-Westgate,175
2018.0,Lawrence Park North,76
2018.0,Lawrence Park South,87
2018.0,Leaside-Bennington,122
2018.0,Little Portugal,173
2018.0,Long Branch,119
2018.0,Malvern,461
2018.0,Maple Leaf,58
2018.0,Markland Wood,72
2018.0,Milliken,325
2018.0,Mimico,604
2018.0,Morningside,185
2018.0,Moss Park,935
2018.0,Mount Dennis,139
2018.0,Mount Olive-Silverstone-Jamestown,429
2018.0,Mount Pleasant East,106
2018.0,Mount Pleasant West,274
2018.0,New Toronto,162
2018.0,Newtonbrook East,169
2018.0,Newtonbrook West,317
2018.0,Niagara,344
2018.0,North Riverdale,121
2018.0,North St.James Town,306
2018.0,OConnor-Parkview,198
2018.0,Oakridge,283
2018.0,Oakwood Village,202
2018.0,Old East York,107
2018.0,Palmerston-Little Italy,181
2018.0,Parkwoods-Donalda,272
2018.0,Pelmo Park-Humberlea,185
2018.0,Playter Estates-Danforth,100
2018.0,Pleasant View,108
2018.0,Princess-Rosethorn,71
2018.0,Regent Park,214
2018.0,Rexdale-Kipling,178
2018.0,Rockcliffe-Smythe,246
2018.0,Roncesvalles,236
2018.0,Rosedale-Moore Park,264
2018.0,Rouge,374
2018.0,Runnymede-Bloor West Village,104
2018.0,Rustic,108
2018.0,Scarborough Village,259
2018.0,South Parkdale,346
2018.0,South Riverdale,485
2018.0,St.Andrew-Windfields,179
2018.0,Steeles,130
2018.0,Stonegate-Queensway,191
2018.0,Tam OShanter-Sullivan,259
2018.0,Taylor-Massey,197
2018.0,The Beaches,192
2018.0,Thistletown-Beaumond Heights,125
2018.0,Thorncliffe Park,139
2018.0,Trinity-Bellwoods,222
2018.0,University,262
2018.0,Victoria Village,174
2018.0,Waterfront Communities-The Island,1466
2018.0,West Hill,603
2018.0,West Humber-Clairville,1145
2018.0,Westminster-Branson,203
2018.0,Weston,307
2018.0,Weston-Pellam Park,142
2018.0,Wexford/Maryvale,448
2018.0,Willowdale East,396
2018.0,Willowdale West,176
2018.0,Willowridge-Martingrove-Richview,216
2018.0,Woburn,634
2018.0,Woodbine Corridor,155
2018.0,Woodbine-Lumsden,65
2018.0,Wychwood,151
2018.0,Yonge-Eglinton,140
2018.0,Yonge-St.Clair,67
2018.0,York University Heights,714
2018.0,Yorkdale-Glen Park,373
2019.0,Agincourt North,219
2019.0,Agincourt South-Malvern West,312
2019.0,Alderwood,90
2019.0,Annex,646
2019.0,Banbury-Don Mills,228
2019.0,Bathurst Manor,129
2019.0,Bay Street Corridor,1342
2019.0,Bayview Village,174
2019.0,Bayview Woods-Steeles,95
2019.0,Bedford Park-Nortown,239
2019.0,Beechborough-Greenbrook,113
2019.0,Bendale,439
2019.0,Birchcliffe-Cliffside,325
2019.0,Black Creek,396
2019.0,Blake-Jones,104
2019.0,Briar Hill-Belgravia,188
2019.0,Bridle Path-Sunnybrook-York Mills,122
2019.0,Broadview North,111
2019.0,Brookhaven-Amesbury,219
2019.0,Cabbagetown-South St.James Town,293
2019.0,Caledonia-Fairbank,106
2019.0,Casa Loma,101
2019.0,Centennial Scarborough,106
2019.0,Church-Yonge Corridor,1458
2019.0,Clairlea-Birchmount,451
2019.0,Clanton Park,192
2019.0,Cliffcrest,234
2019.0,Corso Italia-Davenport,189
2019.0,Danforth,185
2019.0,Danforth East York,129
2019.0,Don Valley Village,243
2019.0,Dorset Park,321
2019.0,Dovercourt-Wallace Emerson-Junction,579
2019.0,Downsview-Roding-CFB,773
2019.0,Dufferin Grove,158
2019.0,East End-Danforth,303
2019.0,Edenbridge-Humber Valley,123
2019.0,Eglinton East,321
2019.0,Elms-Old Rexdale,132
2019.0,Englemount-Lawrence,189
2019.0,Eringate-Centennial-West Deane,120
2019.0,Etobicoke West Mall,83
2019.0,Flemingdon Park,181
2019.0,Forest Hill North,132
2019.0,Forest Hill South,104
2019.0,Glenfield-Jane Heights,504
2019.0,Greenwood-Coxwell,208
2019.0,Guildwood,50
2019.0,Henry Farm,163
2019.0,High Park North,211
2019.0,High Park-Swansea,211
2019.0,Highland Creek,139
2019.0,Hillcrest Village,158
2019.0,Humber Heights-Westmount,89
2019.0,Humber Summit,365
2019.0,Humbermede,315
2019.0,Humewood-Cedarvale,101
2019.0,Ionview,123
2019.0,Islington-City Centre West,588
2019.0,Junction Area,195
2019.0,Keelesdale-Eglinton West,124
2019.0,Kennedy Park,312
2019.0,Kensington-Chinatown,804
2019.0,Kingsview Village-The Westway,183
2019.0,Kingsway South,102
2019.0,LAmoreaux,384
2019.0,Lambton Baby Point,58
2019.0,Lansing-Westgate,160
2019.0,Lawrence Park North,88
2019.0,Lawrence Park South,134
2019.0,Leaside-Bennington,117
2019.0,Little Portugal,170
2019.0,Long Branch,132
2019.0,Malvern,506
2019.0,Maple Leaf,78
2019.0,Markland Wood,66
2019.0,Milliken,377
2019.0,Mimico,510
2019.0,Morningside,222
2019.0,Moss Park,1086
2019.0,Mount Dennis,152
2019.0,Mount Olive-Silverstone-Jamestown,463
2019.0,Mount Pleasant East,137
2019.0,Mount Pleasant West,309
2019.0,New Toronto,175
2019.0,Newtonbrook East,180
2019.0,Newtonbrook West,316
2019.0,Niagara,440
2019.0,North Riverdale,158
2019.0,North St.James Town,370
2019.0,OConnor-Parkview,248
2019.0,Oakridge,256
2019.0,Oakwood Village,285
2019.0,Old East York,80
2019.0,Palmerston-Little Italy,180
2019.0,Parkwoods-Donalda,291
2019.0,Pelmo Park-Humberlea,194
2019.0,Playter Estates-Danforth,155
2019.0,Pleasant View,106
2019.0,Princess-Rosethorn,110
2019.0,Regent Park,296
2019.0,Rexdale-Kipling,144
2019.0,Rockcliffe-Smythe,245
2019.0,Roncesvalles,263
2019.0,Rosedale-Moore Park,301
2019.0,Rouge,388
2019.0,Runnymede-Bloor West Village,129
2019.0,Rustic,126
2019.0,Scarborough Village,268
2019.0,South Parkdale,396
2019.0,South Riverdale,475
2019.0,St.Andrew-Windfields,209
2019.0,Steeles,153
2019.0,Stonegate-Queensway,212
2019.0,Tam OShanter-Sullivan,236
2019.0,Taylor-Massey,209
2019.0,The Beaches,176
2019.0,Thistletown-Beaumond Heights,154
2019.0,Thorncliffe Park,187
2019.0,Trinity-Bellwoods,275
2019.0,University,266
2019.0,Victoria Village,223
2019.0,Waterfront Communities-The Island,1402
2019.0,West Hill,646
2019.0,West Humber-Clairville,1014
2019.0,Westminster-Branson,186
2019.0,Weston,336
2019.0,Weston-Pellam Park,151
2019.0,Wexford/Maryvale,468
2019.0,Willowdale East,407
2019.0,Willowdale West,181
2019.0,Willowridge-Martingrove-Richview,220
2019.0,Woburn,671
2019.0,Woodbine Corridor,141
2019.0,Woodbine-Lumsden,61
2019.0,Wychwood,135
2019.0,Yonge-Eglinton,166
2019.0,Yonge-St.Clair,77
2019.0,York University Heights,742
2019.0,Yorkdale-Glen Park,439
2020.0,Agincourt North,165
2020.0,Agincourt South-Malvern West,305
2020.0,Alderwood,120
2020.0,Annex,603
2020.0,Banbury-Don Mills,189
2020.0,Bathurst Manor,146
2020.0,Bay Street Corridor,887
2020.0,Bayview Village,149
2020.0,Bayview Woods-Steeles,86
2020.0,Bedford Park-Nortown,220
2020.0,Beechborough-Greenbrook,77
2020.0,Bendale,325
2020.0,Birchcliffe-Cliffside,234
2020.0,Black Creek,405
2020.0,Blake-Jones,98
2020.0,Briar Hill-Belgravia,184
2020.0,Bridle Path-Sunnybrook-York Mills,105
2020.0,Broadview North,96
2020.0,Brookhaven-Amesbury,202
2020.0,Cabbagetown-South St.James Town,243
2020.0,Caledonia-Fairbank,78
2020.0,Casa Loma,130
2020.0,Centennial Scarborough,67
2020.0,Church-Yonge Corridor,1240
2020.0,Clairlea-Birchmount,323
2020.0,Clanton Park,178
2020.0,Cliffcrest,200
2020.0,Corso Italia-Davenport,156
2020.0,Danforth,139
2020.0,Danforth East York,117
2020.0,Don Valley Village,191
2020.0,Dorset Park,294
2020.0,Dovercourt-Wallace Emerson-Junction,545
2020.0,Downsview-Roding-CFB,694
2020.0,Dufferin Grove,176
2020.0,East End-Danforth,267
2020.0,Edenbridge-Humber Valley,104
2020.0,Eglinton East,236
2020.0,Elms-Old Rexdale,117
2020.0,Englemount-Lawrence,197
2020.0,Eringate-Centennial-West Deane,129
2020.0,Etobicoke West Mall,104
2020.0,Flemingdon Park,156
2020.0,Forest Hill North,145
2020.0,Forest Hill South,108
2020.0,Glenfield-Jane Heights,517
2020.0,Greenwood-Coxwell,220
2020.0,Guildwood,53
2020.0,Henry Farm,147
2020.0,High Park North,160
2020.0,High Park-Swansea,185
2020.0,Highland Creek,68
2020.0,Hillcrest Village,121
2020.0,Humber Heights-Westmount,57
2020.0,Humber Summit,293
2020.0,Humbermede,221
2020.0,Humewood-Cedarvale,128
2020.0,Ionview,102
2020.0,Islington-City Centre West,537
2020.0,Junction Area,208
2020.0,Keelesdale-Eglinton West,136
2020.0,Kennedy Park,274
2020.0,Kensington-Chinatown,730
2020.0,Kingsview Village-The Westway,182
2020.0,Kingsway South,58
2020.0,LAmoreaux,298
2020.0,Lambton Baby Point,54
2020.0,Lansing-Westgate,205
2020.0,Lawrence Park North,99
2020.0,Lawrence Park South,138
2020.0,Leaside-Bennington,126
2020.0,Little Portugal,177
2020.0,Long Branch,141
2020.0,Malvern,358
2020.0,Maple Leaf,61
2020.0,Markland Wood,104
2020.0,Milliken,261
2020.0,Mimico,417
2020.0,Morningside,165
2020.0,Moss Park,1156
2020.0,Mount Dennis,135
2020.0,Mount Olive-Silverstone-Jamestown,338
2020.0,Mount Pleasant East,115
2020.0,Mount Pleasant West,374
2020.0,New Toronto,165
2020.0,Newtonbrook East,163
2020.0,Newtonbrook West,295
2020.0,Niagara,354
2020.0,North Riverdale,93
2020.0,North St.James Town,370
2020.0,OConnor-Parkview,192
2020.0,Oakridge,246
2020.0,Oakwood Village,203
2020.0,Old East York,61
2020.0,Palmerston-Little Italy,129
2020.0,Parkwoods-Donalda,254
2020.0,Pelmo Park-Humberlea,147
2020.0,Playter Estates-Danforth,142
2020.0,Pleasant View,109
2020.0,Princess-Rosethorn,72
2020.0,Regent Park,209
2020.0,Rexdale-Kipling,127
2020.0,Rockcliffe-Smythe,250
2020.0,Roncesvalles,226
2020.0,Rosedale-Moore Park,330
2020.0,Rouge,302
2020.0,Runnymede-Bloor West Village,90
2020.0,Rustic,110
2020.0,Scarborough Village,250
2020.0,South Parkdale,374
2020.0,South Riverdale,449
2020.0,St.Andrew-Windfields,143
2020.0,Steeles,99
2020.0,Stonegate-Queensway,210
2020.0,Tam OShanter-Sullivan,234
2020.0,Taylor-Massey,187
2020.0,The Beaches,188
2020.0,Thistletown-Beaumond Heights,126
2020.0,Thorncliffe Park,156
2020.0,Trinity-Bellwoods,232
2020.0,University,169
2020.0,Victoria Village,173
2020.0,Waterfront Communities-The Island,1323
2020.0,West Hill,487
2020.0,West Humber-Clairville,879
2020.0,Westminster-Branson,175
2020.0,Weston,354
2020.0,Weston-Pellam Park,158
2020.0,Wexford/Maryvale,393
2020.0,Willowdale East,346
2020.0,Willowdale West,190
2020.0,Willowridge-Martingrove-Richview,201
2020.0,Woburn,575
2020.0,Woodbine Corridor,120
2020.0,Woodbine-Lumsden,52
2020.0,Wychwood,178
2020.0,Yonge-Eglinton,163
2020.0,Yonge-St.Clair,70
2020.0,York University Heights,745
2020.0,Yorkdale-Glen Park,378
2021.0,Agincourt North,138
2021.0,Agincourt South-Malvern West,253
2021.0,Alderwood,83
2021.0,Annex,586
2021.0,Banbury-Don Mills,152
2021.0,Bathurst Manor,124
2021.0,Bay Street Corridor,798
2021.0,Bayview Village,152
2021.0,Bayview Woods-Steeles,69
2021.0,Bedford Park-Nortown,187
2021.0,Beechborough-Greenbrook,94
2021.0,Bendale,366
2021.0,Birchcliffe-Cliffside,222
2021.0,Black Creek,327
2021.0,Blake-Jones,92
2021.0,Briar Hill-Belgravia,157
2021.0,Bridle Path-Sunnybrook-York Mills,106
2021.0,Broadview North,92
2021.0,Brookhaven-Amesbury,210
2021.0,Cabbagetown-South St.James Town,211
2021.0,Caledonia-Fairbank,89
2021.0,Casa Loma,99
2021.0,Centennial Scarborough,67
2021.0,Church-Yonge Corridor,1431
2021.0,Clairlea-Birchmount,362
2021.0,Clanton Park,224
2021.0,Cliffcrest,158
2021.0,Corso Italia-Davenport,177
2021.0,Danforth,185
2021.0,Danforth East York,106
2021.0,Don Valley Village,214
2021.0,Dorset Park,241
2021.0,Dovercourt-Wallace Emerson-Junction,450
2021.0,Downsview-Roding-CFB,746
2021.0,Dufferin Grove,136
2021.0,East End-Danforth,324
2021.0,Edenbridge-Humber Valley,80
2021.0,Eglinton East,242
2021.0,Elms-Old Rexdale,129
2021.0,Englemount-Lawrence,154
2021.0,Eringate-Centennial-West Deane,124
2021.0,Etobicoke West Mall,78
2021.0,Flemingdon Park,175
2021.0,Forest Hill North,90
2021.0,Forest Hill South,115
2021.0,Glenfield-Jane Heights,478
2021.0,Greenwood-Coxwell,170
2021.0,Guildwood,54
2021.0,Henry Farm,160
2021.0,High Park North,174
2021.0,High Park-Swansea,145
2021.0,Highland Creek,75
2021.0,Hillcrest Village,116
2021.0,Humber Heights-Westmount,75
2021.0,Humber Summit,332
2021.0,Humbermede,231
2021.0,Humewood-Cedarvale,104
2021.0,Ionview,120
2021.0,Islington-City Centre West,546
2021.0,Junction Area,192
2021.0,Keelesdale-Eglinton West,127
2021.0,Kennedy Park,281
2021.0,Kensington-Chinatown,565
2021.0,Kingsview Village-The Westway,215
2021.0,Kingsway South,90
2021.0,LAmoreaux,256
2021.0,Lambton Baby Point,51
2021.0,Lansing-Westgate,185
2021.0,Lawrence Park North,113
2021.0,Lawrence Park South,132
2021.0,Leaside-Bennington,185
2021.0,Little Portugal,161
2021.0,Long Branch,155
2021.0,Malvern,351
2021.0,Maple Leaf,60
2021.0,Markland Wood,65
2021.0,Milliken,247
2021.0,Mimico,502
2021.0,Morningside,131
2021.0,Moss Park,919
2021.0,Mount Dennis,151
2021.0,Mount Olive-Silverstone-Jamestown,355
2021.0,Mount Pleasant East,132
2021.0,Mount Pleasant West,357
2021.0,New Toronto,162
2021.0,Newtonbrook East,163
2021.0,Newtonbrook West,359
2021.0,Niagara,413
2021.0,North Riverdale,105
2021.0,North St.James Town,341
2021.0,OConnor-Parkview,208
2021.0,Oakridge,254
2021.0,Oakwood Village,181
2021.0,Old East York,82
2021.0,Palmerston-Little Italy,116
2021.0,Parkwoods-Donalda,248
2021.0,Pelmo Park-Humberlea,143
2021.0,Playter Estates-Danforth,123
2021.0,Pleasant View,67
2021.0,Princess-Rosethorn,59
2021.0,Regent Park,234
2021.0,Rexdale-Kipling,131
2021.0,Rockcliffe-Smythe,234
2021.0,Roncesvalles,202
2021.0,Rosedale-Moore Park,315
2021.0,Rouge,333
2021.0,Runnymede-Bloor West Village,74
2021.0,Rustic,99
2021.0,Scarborough Village,186
2021.0,South Parkdale,360
2021.0,South Riverdale,454
2021.0,St.Andrew-Windfields,155
2021.0,Steeles,118
2021.0,Stonegate-Queensway,198
2021.0,Tam OShanter-Sullivan,213
2021.0,Taylor-Massey,166
2021.0,The Beaches,187
2021.0,Thistletown-Beaumond Heights,114
2021.0,Thorncliffe Park,186
2021.0,Trinity-Bellwoods,220
2021.0,University,155
2021.0,Victoria Village,174
2021.0,Waterfront Communities-The Island,1528
2021.0,West Hill,506
2021.0,West Humber-Clairville,941
2021.0,Westminster-Branson,196
2021.0,Weston,314
2021.0,Weston-Pellam Park,132
2021.0,Wexford/Maryvale,419
2021.0,Willowdale East,402
2021.0,Willowdale West,167
2021.0,Willowridge-Martingrove-Richview,144
2021.0,Woburn,545
2021.0,Woodbine Corridor,129
2021.0,Woodbine-Lumsden,48
2021.0,Wychwood,108
2021.0,Yonge-Eglinton,125
2021.0,Yonge-St.Clair,101
2021.0,York University Heights,676
2021.0,Yorkdale-Glen Park,360
2022.0,Agincourt North,77
2022.0,Agincourt South-Malvern West,147
2022.0,Alderwood,74
2022.0,Annex,310
2022.0,Banbury-Don Mills,110
2022.0,Bathurst Manor,86
2022.0,Bay Street Corridor,442
2022.0,Bayview Village,70
2022.0,Bayview Woods-Steeles,28
2022.0,Bedford Park-Nortown,133
2022.0,Beechborough-Greenbrook,48
2022.0,Bendale,168
2022.0,Birchcliffe-Cliffside,116
2022.0,Black Creek,176
2022.0,Blake-Jones,47
2022.0,Briar Hill-Belgravia,79
2022.0,Bridle Path-Sunnybrook-York Mills,57
2022.0,Broadview North,42
2022.0,Brookhaven-Amesbury,101
2022.0,Cabbagetown-South St.James Town,115
2022.0,Caledonia-Fairbank,52
2022.0,Casa Loma,44
2022.0,Centennial Scarborough,41
2022.0,Church-Yonge Corridor,589
2022.0,Clairlea-Birchmount,179
2022.0,Clanton Park,135
2022.0,Cliffcrest,84
2022.0,Corso Italia-Davenport,80
2022.0,Danforth,105
2022.0,Danforth East York,72
2022.0,Don Valley Village,130
2022.0,Dorset Park,169
2022.0,Dovercourt-Wallace Emerson-Junction,182
2022.0,Downsview-Roding-CFB,360
2022.0,Dufferin Grove,61
2022.0,East End-Danforth,162
2022.0,Edenbridge-Humber Valley,52
2022.0,Eglinton East,109
2022.0,Elms-Old Rexdale,79
2022.0,Englemount-Lawrence,77
2022.0,Eringate-Centennial-West Deane,80
2022.0,Etobicoke West Mall,59
2022.0,Flemingdon Park,77
2022.0,Forest Hill North,52
2022.0,Forest Hill South,60
2022.0,Glenfield-Jane Heights,216
2022.0,Greenwood-Coxwell,91
2022.0,Guildwood,25
2022.0,Henry Farm,97
2022.0,High Park North,128
2022.0,High Park-Swansea,121
2022.0,Highland Creek,44
2022.0,Hillcrest Village,63
2022.0,Humber Heights-Westmount,34
2022.0,Humber Summit,192
2022.0,Humbermede,122
2022.0,Humewood-Cedarvale,67
2022.0,Ionview,64
2022.0,Islington-City Centre West,419
2022.0,Junction Area,134
2022.0,Keelesdale-Eglinton West,56
2022.0,Kennedy Park,168
2022.0,Kensington-Chinatown,300
2022.0,Kingsview Village-The Westway,107
2022.0,Kingsway South,41
2022.0,LAmoreaux,151
2022.0,Lambton Baby Point,41
2022.0,Lansing-Westgate,75
2022.0,Lawrence Park North,64
2022.0,Lawrence Park South,66
2022.0,Leaside-Bennington,80
2022.0,Little Portugal,80
2022.0,Long Branch,72
2022.0,Malvern,160
2022.0,Maple Leaf,38
2022.0,Markland Wood,47
2022.0,Milliken,131
2022.0,Mimico,345
2022.0,Morningside,69
2022.0,Moss Park,414
2022.0,Mount Dennis,86
2022.0,Mount Olive-Silverstone-Jamestown,200
2022.0,Mount Pleasant East,79
2022.0,Mount Pleasant West,195
2022.0,New Toronto,110
2022.0,Newtonbrook East,73
2022.0,Newtonbrook West,200
2022.0,Niagara,178
2022.0,North Riverdale,66
2022.0,North St.James Town,135
2022.0,OConnor-Parkview,102
2022.0,Oakridge,117
2022.0,Oakwood Village,146
2022.0,Old East York,56
2022.0,Palmerston-Little Italy,80
2022.0,Parkwoods-Donalda,124
2022.0,Pelmo Park-Humberlea,102
2022.0,Playter Estates-Danforth,66
2022.0,Pleasant View,54
2022.0,Princess-Rosethorn,28
2022.0,Regent Park,77
2022.0,Rexdale-Kipling,77
2022.0,Rockcliffe-Smythe,123
2022.0,Roncesvalles,92
2022.0,Rosedale-Moore Park,185
2022.0,Rouge,209
2022.0,Runnymede-Bloor West Village,52
2022.0,Rustic,44
2022.0,Scarborough Village,71
2022.0,South Parkdale,176
2022.0,South Riverdale,247
2022.0,St.Andrew-Windfields,87
2022.0,Steeles,60
2022.0,Stonegate-Queensway,128
2022.0,Tam OShanter-Sullivan,110
2022.0,Taylor-Massey,79
2022.0,The Beaches,132
2022.0,Thistletown-Beaumond Heights,72
2022.0,Thorncliffe Park,103
2022.0,Trinity-Bellwoods,126
2022.0,University,90
2022.0,Victoria Village,87
